Date,Price,Open,High,Low,Vol.,Change %
11/01/2021,"33,081.70","33,240.00","33,319.20","32,923.50",4.14M,0.72%
10/29/2021,"32,844.30","31,657.20","33,002.60","31,578.00",4.69M,4.14%
10/28/2021,"31,538.50","31,657.20","31,815.50","31,419.70",1.56M,-0.13%
10/27/2021,"31,578.00","31,063.60","31,617.60","31,063.60",1.78M,1.79%
10/26/2021,"31,024.00","31,024.00","31,182.30","30,984.50",688.20K,0.00%
10/25/2021,"31,024.00","31,340.60","31,340.60","31,024.00",1.12M,-0.25%
10/22/2021,"31,103.20","31,261.50","31,419.70","31,103.20",1.33M,-0.51%
10/21/2021,"31,261.50","31,459.30","31,578.00","31,261.50",795.10K,-0.63%
10/20/2021,"31,459.30","31,696.70","31,815.50","31,103.20",1.36M,-0.75%
10/19/2021,"31,696.70","31,103.20","32,092.50","30,865.70",2.78M,1.91%
10/18/2021,"31,103.20","31,261.50","31,696.70","30,865.70",2.26M,-0.51%
10/15/2021,"31,261.50","31,301.00","31,538.50","31,261.50",1.39M,-0.13%
10/14/2021,"31,301.00","31,578.00","31,617.60","31,301.00",1.33M,-0.88%
10/13/2021,"31,578.00","31,894.60","32,013.30","31,340.60",1.79M,-0.87%
10/12/2021,"31,855.00","31,815.50","32,250.70","31,696.70",2.50M,0.62%
10/11/2021,"31,657.20","31,340.60","31,657.20","31,182.30",2.21M,2.04%
10/08/2021,"31,024.00","30,984.50","31,182.30","30,984.50",1.23M,0.13%
10/07/2021,"30,984.50","31,182.30","31,261.50","30,984.50",1.28M,-0.63%
10/06/2021,"31,182.30","31,261.50","31,657.20","31,103.20",1.02M,0.25%
10/05/2021,"31,103.20","30,865.70","31,301.00","30,865.70",918.20K,1.03%
10/04/2021,"30,786.60","30,747.00","31,340.60","30,470.00",1.33M,0.26%
10/01/2021,"30,707.50","31,103.20","31,221.90","30,707.50",2.09M,-1.65%
09/30/2021,"31,221.90","31,538.50","31,657.20","31,142.70",1.38M,-1.13%
09/29/2021,"31,578.00","31,696.70","31,696.70","31,103.20",1.49M,-0.50%
09/28/2021,"31,736.30","31,182.30","31,934.20","31,024.00",2.75M,1.78%
09/27/2021,"31,182.30","31,419.70","31,736.30","31,024.00",1.52M,-0.76%
09/24/2021,"31,419.70","31,261.50","31,498.90","31,221.90",1.21M,0.63%
09/23/2021,"31,221.90","31,498.90","31,578.00","31,221.90",1.36M,-0.38%
09/22/2021,"31,340.60","31,340.60","31,578.00","30,944.90",1.59M,-0.13%
09/21/2021,"31,380.20","31,261.50","31,498.90","31,024.00",1.92M,-0.63%
09/20/2021,"31,578.00","31,696.70","31,894.60","31,578.00",2.46M,-0.25%
09/17/2021,"31,657.20","31,340.60","32,013.30","31,340.60",2.24M,1.52%
09/16/2021,"31,182.30","30,944.90","31,261.50","30,905.30",1.84M,1.55%
09/15/2021,"30,707.50","30,549.20","30,865.70","30,549.20",1.33M,0.26%
09/14/2021,"30,628.30","30,944.90","30,984.50","30,549.20",1.78M,-1.15%
09/13/2021,"30,984.50","31,380.20","31,380.20","30,865.70",2.18M,-1.26%
09/10/2021,"31,380.20","31,657.20","31,657.20","31,340.60",998.40K,-0.38%
09/09/2021,"31,498.90","31,340.60","31,498.90","31,301.00",1.06M,0.51%
09/08/2021,"31,340.60","31,815.50","31,973.70","31,261.50",1.79M,-0.25%
09/07/2021,"31,419.70","31,103.20","31,815.50","30,984.50",2.15M,1.53%
09/06/2021,"30,944.90","30,905.30","31,261.50","30,826.20",1.72M,0.26%
09/01/2021,"30,865.70","30,707.50","30,944.90","30,588.70",1.71M,0.13%
08/31/2021,"30,826.20","31,340.60","31,340.60","30,826.20",2.28M,-1.27%
08/30/2021,"31,221.90","30,865.70","31,261.50","30,707.50",1.77M,1.94%
08/27/2021,"30,628.30","30,470.00","30,865.70","29,916.00",2.40M,0.26%
08/26/2021,"30,549.20","31,380.20","31,380.20","30,074.30",2.57M,-2.15%
08/25/2021,"31,221.90","31,261.50","31,301.00","30,865.70",1.39M,0.13%
08/24/2021,"31,182.30","31,103.20","31,419.70","30,786.60",3.20M,0.25%
08/23/2021,"31,103.20","32,052.90","32,290.30","31,103.20",3.45M,-2.96%
08/20/2021,"32,052.90","33,714.90","33,952.30","31,657.20",5.49M,-4.71%
08/19/2021,"33,635.80","33,714.90","33,714.90","33,358.80",2.27M,-0.35%
08/18/2021,"33,754.50","33,952.30","34,031.50","33,635.80",1.90M,-0.70%
08/17/2021,"33,991.90","34,506.30","34,506.30","33,873.20",1.97M,-0.81%
08/16/2021,"34,268.90","33,517.00","34,427.20","33,240.00",4.13M,1.76%
08/13/2021,"33,675.30","33,754.50","34,031.50","33,081.70",2.90M,-0.58%
08/12/2021,"33,873.20","34,308.50","34,348.00","33,873.20",2.15M,-0.70%
08/11/2021,"34,110.60","34,268.90","34,902.00","33,952.30",3.45M,-0.46%
08/10/2021,"34,268.90","34,229.30","34,427.20","34,071.00",2.35M,0.35%
08/09/2021,"34,150.20","33,675.30","34,150.20","33,517.00",2.19M,0.58%
08/06/2021,"33,952.30","33,991.90","34,348.00","33,714.90",2.35M,-0.12%
08/05/2021,"33,991.90","33,714.90","34,427.20","33,477.50",2.66M,-0.12%
08/04/2021,"34,031.50","34,348.00","34,427.20","33,794.00",2.69M,-0.81%
08/03/2021,"34,308.50","33,477.50","34,308.50","33,319.20",3.48M,1.88%
08/02/2021,"33,675.30","33,240.00","33,991.90","33,240.00",4.98M,3.53%
07/30/2021,"32,527.70","32,686.00","32,725.60","32,409.00",2.56M,0.24%
07/29/2021,"32,448.60","32,290.30","32,448.60","32,132.00",1.48M,1.23%
07/28/2021,"32,052.90","31,815.50","32,052.90","31,657.20",1.55M,0.75%
07/27/2021,"31,815.50","31,973.70","32,290.30","31,775.90",1.80M,0.50%
07/26/2021,"31,657.20","31,657.20","31,934.20","31,261.50",1.81M,-0.50%
07/23/2021,"31,815.50","32,369.50","32,844.30","31,815.50",2.29M,-1.95%
07/22/2021,"32,448.60","32,132.00","32,527.70","32,132.00",2.14M,0.74%
07/21/2021,"32,211.20","32,765.20","32,765.20","32,052.90",1.46M,-0.73%
07/20/2021,"32,448.60","31,419.70","32,448.60","30,786.60",3.41M,3.40%
07/19/2021,"31,380.20","32,527.70","33,160.90","31,380.20",3.72M,-6.71%
07/16/2021,"33,635.80","33,873.20","34,031.50","33,635.80",1.78M,-0.47%
07/15/2021,"33,794.00","33,279.60","34,150.20","33,240.00",2.26M,0.23%
07/14/2021,"33,714.90","33,635.80","33,794.00","32,448.60",2.25M,0.47%
07/13/2021,"33,556.60","33,635.80","33,833.60","32,883.90",2.49M,0.95%
07/12/2021,"33,240.00","35,297.80","35,297.80","33,081.70",7.57M,-6.46%
07/09/2021,"35,535.20","35,772.60","36,405.80","34,822.90",4.51M,-1.97%
07/08/2021,"36,247.50","36,010.00","36,524.50","35,574.80",2.68M,0.66%
07/07/2021,"36,010.00","35,218.60","36,128.80","34,506.30",4.96M,3.41%
07/06/2021,"34,822.90","37,118.00","38,463.50","34,822.90",8.67M,-5.68%
07/05/2021,"36,920.20","37,236.80","37,236.80","35,772.60",4.39M,-0.85%
07/02/2021,"37,236.80","37,592.90","37,790.80","37,118.00",5.29M,-0.53%
07/01/2021,"37,434.60","37,592.90","37,711.60","37,078.50",5.79M,0.11%
06/30/2021,"37,395.00","37,118.00","37,553.30","37,078.50",5.03M,0.75%
06/29/2021,"37,118.00","37,197.20","37,909.50","36,880.60",4.96M,0.00%
06/28/2021,"37,118.00","36,405.80","37,276.30","36,128.80",8.41M,2.96%
06/25/2021,"36,049.60","35,693.50","36,405.80","35,376.90",3.24M,0.77%
06/24/2021,"35,772.60","35,930.90","36,326.60","35,614.30",2.65M,-0.44%
06/23/2021,"35,930.90","35,535.20","36,722.30","35,535.20",3.24M,0.89%
06/22/2021,"35,614.30","35,851.80","35,970.50","35,535.20",3.50M,0.00%
06/21/2021,"35,614.30","36,326.60","36,405.80","35,495.60",5.33M,-2.49%
06/18/2021,"36,524.50","36,603.60","36,801.50","36,168.30",4.02M,0.54%
06/17/2021,"36,326.60","35,297.80","36,682.80","35,297.80",4.50M,1.32%
06/16/2021,"35,851.80","35,376.90","36,959.80","34,981.20",5.30M,0.89%
06/15/2021,"35,535.20","35,416.50","35,733.00","34,822.90",4.10M,0.00%
06/14/2021,"35,535.20","36,010.00","36,089.20","35,337.30",4.27M,-0.66%
06/11/2021,"35,772.60","34,822.90","35,812.20","34,427.20",8.04M,2.96%
06/10/2021,"34,743.80","35,970.50","36,089.20","34,743.80",5.61M,-3.41%
06/09/2021,"35,970.50","35,614.30","36,168.30","34,822.90",5.60M,1.45%
06/08/2021,"35,456.00","37,118.00","37,355.50","35,376.90",7.15M,-4.27%
06/07/2021,"37,038.90","38,384.30","38,463.50","36,089.20",6.63M,-4.49%
06/04/2021,"38,780.00","38,542.60","39,175.80","37,988.60",7.47M,0.41%
06/03/2021,"38,621.80","37,830.30","39,175.80","37,513.80",8.45M,2.95%
06/02/2021,"37,513.80","37,434.60","37,949.00","37,355.50",7.60M,-1.25%
06/01/2021,"37,988.60","38,661.30","38,780.00","37,988.60",5.15M,-1.44%
05/31/2021,"38,542.60","37,830.30","38,621.80","37,592.90",7.04M,3.29%
05/28/2021,"37,315.90","36,089.20","37,751.20","35,535.20",9.88M,3.85%
05/27/2021,"35,930.90","37,038.90","37,038.90","35,653.90",7.37M,-2.68%
05/26/2021,"36,920.20","36,959.80","37,276.30","36,564.00",9.27M,-0.11%
05/25/2021,"36,959.80","36,405.80","37,078.50","35,970.50",7.96M,1.52%
05/24/2021,"36,405.80","36,010.00","36,722.30","36,010.00",8.80M,2.79%
05/21/2021,"35,416.50","33,240.00","35,416.50","33,121.30",16.38M,6.93%
05/20/2021,"33,121.30","32,369.50","33,160.90","31,657.20",4.40M,2.32%
05/19/2021,"32,369.50","32,448.60","32,765.20","32,132.00",3.61M,0.00%
05/18/2021,"32,369.50","33,002.60","33,002.60","32,290.30",4.91M,-2.15%
05/17/2021,"33,081.70","33,635.80","34,031.50","33,002.60",3.76M,-1.30%
05/14/2021,"33,517.00","33,873.20","34,031.50","33,477.50",3.43M,-0.59%
05/13/2021,"33,714.90","33,635.80","34,348.00","33,240.00",4.38M,-0.12%
05/12/2021,"33,754.50","33,240.00","33,794.00","33,081.70",4.19M,1.31%
05/11/2021,"33,319.20","33,240.00","34,427.20","33,081.70",6.73M,1.69%
05/10/2021,"32,765.20","32,052.90","32,844.30","31,934.20",3.81M,1.85%
05/07/2021,"32,171.60","32,132.00","32,606.90","32,052.90",4.66M,-1.45%
05/06/2021,"32,646.50","33,160.90","33,160.90","32,606.90",2.82M,-1.55%
05/05/2021,"33,160.90","33,002.60","33,517.00","32,844.30",3.39M,1.45%
05/04/2021,"32,686.00","31,657.20","33,081.70","31,657.20",2.73M,0.73%
04/29/2021,"32,448.60","32,132.00","33,160.90","32,132.00",2.45M,0.99%
04/28/2021,"32,132.00","31,934.20","32,369.50","31,934.20",1.73M,0.62%
04/27/2021,"31,934.20","32,052.90","32,290.30","31,815.50",2.49M,-0.37%
04/26/2021,"32,052.90","33,042.20","33,240.00","32,052.90",4.19M,-3.57%
04/23/2021,"33,240.00","32,448.60","33,358.80","32,329.90",3.87M,2.44%
04/22/2021,"32,448.60","34,189.80","34,189.80","32,448.60",3.68M,-5.09%
04/20/2021,"34,189.80","34,110.60","34,822.90","33,991.90",3.37M,0.47%
04/19/2021,"34,031.50","33,240.00","34,110.60","33,081.70",4.02M,2.38%
04/16/2021,"33,240.00","33,912.80","34,427.20","33,121.30",5.87M,-2.44%
04/15/2021,"34,071.00","34,902.00","34,981.20","34,031.50",4.66M,-2.16%
04/14/2021,"34,822.90","34,427.20","35,060.30","34,031.50",3.57M,0.80%
04/13/2021,"34,545.90","35,614.30","35,693.50","34,427.20",4.97M,-2.46%
04/12/2021,"35,416.50","35,218.60","35,851.80","34,902.00",6.48M,1.02%
04/09/2021,"35,060.30","35,376.90","35,456.00","34,862.50",5.65M,-1.12%
04/08/2021,"35,456.00","36,168.30","36,247.50","35,376.90",5.55M,-1.65%
04/07/2021,"36,049.60","36,168.30","36,207.90","35,891.30",3.28M,-0.44%
04/06/2021,"36,207.90","35,930.90","36,603.60","35,653.90",5.17M,0.44%
04/05/2021,"36,049.60","36,168.30","36,326.60","35,693.50",7.51M,1.22%
04/02/2021,"35,614.30","35,139.50","36,010.00","34,862.50",7.29M,2.39%
04/01/2021,"34,783.30","34,031.50","34,822.90","34,031.50",4.66M,2.33%
03/31/2021,"33,991.90","33,991.90","34,387.60","33,873.20",2.73M,0.23%
03/30/2021,"33,912.80","34,031.50","34,071.00","33,477.50",2.90M,0.71%
03/29/2021,"33,675.30","33,635.80","33,754.50","33,358.80",1.70M,1.07%
03/26/2021,"33,319.20","33,200.50","33,556.60","32,052.90",3.08M,-0.35%
03/25/2021,"33,437.90","33,635.80","33,991.90","33,200.50",2.98M,0.24%
03/24/2021,"33,358.80","34,031.50","34,268.90","33,160.90",4.20M,-3.55%
03/23/2021,"34,585.50","35,218.60","35,258.20","34,110.60",5.72M,-2.13%
03/22/2021,"35,337.30","35,614.30","35,614.30","35,218.60",3.22M,-0.78%
03/19/2021,"35,614.30","35,614.30","35,930.90","35,376.90",3.63M,0.00%
03/18/2021,"35,614.30","34,822.90","35,851.80","34,466.80",7.13M,3.93%
03/17/2021,"34,268.90","33,635.80","34,348.00","33,200.50",5.47M,2.12%
03/16/2021,"33,556.60","34,031.50","34,189.80","33,477.50",2.80M,-1.40%
03/15/2021,"34,031.50","34,427.20","34,506.30","33,873.20",3.50M,-0.81%
03/12/2021,"34,308.50","34,427.20","34,585.50","34,110.60",3.19M,0.12%
03/11/2021,"34,268.90","33,794.00","34,506.30","33,675.30",2.10M,3.10%
03/10/2021,"33,240.00","33,240.00","33,398.30","32,765.20",2.59M,0.36%
03/09/2021,"33,121.30","33,556.60","33,556.60","32,844.30",3.06M,-1.41%
03/08/2021,"33,596.20","34,348.00","34,348.00","33,477.50",2.01M,0.12%
03/05/2021,"33,556.60","33,833.60","34,268.90","33,240.00",2.34M,-0.82%
03/04/2021,"33,833.60","34,822.90","35,020.80","33,477.50",2.63M,-2.40%
03/03/2021,"34,664.60","34,862.50","34,981.20","34,585.50",1.99M,-0.57%
03/02/2021,"34,862.50","35,218.60","35,297.80","34,704.20",2.67M,-0.11%
03/01/2021,"34,902.00","34,506.30","35,139.50","34,506.30",2.83M,1.15%
02/26/2021,"34,506.30","33,873.20","34,585.50","33,477.50",1.74M,1.51%
02/25/2021,"33,991.90","34,150.20","34,664.60","33,398.30",2.18M,-0.23%
02/24/2021,"34,071.00","34,743.80","34,981.20","33,714.90",2.06M,-2.16%
02/23/2021,"34,822.90","34,625.00","34,902.00","34,189.80",1.93M,0.57%
02/22/2021,"34,625.00","34,902.00","35,218.60","34,585.50",1.92M,-0.79%
02/19/2021,"34,902.00","34,031.50","35,218.60","33,912.80",2.55M,1.61%
02/18/2021,"34,348.00","33,398.30","34,427.20","33,002.60",2.94M,3.09%
02/17/2021,"33,319.20","32,329.90","33,319.20","32,329.90",1.81M,3.19%
02/09/2021,"32,290.30","32,052.90","32,606.90","31,419.70",1.82M,1.75%
02/08/2021,"31,736.30","33,081.70","33,240.00","30,905.30",2.36M,-4.07%
02/05/2021,"33,081.70","32,844.30","33,319.20","32,686.00",1.61M,0.72%
02/04/2021,"32,844.30","32,765.20","32,923.50","32,369.50",1.73M,0.36%
02/03/2021,"32,725.60","31,736.30","32,844.30","31,419.70",2.33M,5.08%
02/02/2021,"31,142.70","30,786.60","31,617.60","30,509.60",3.14M,0.64%
02/01/2021,"30,944.90","31,578.00","32,448.60","30,588.70",1.94M,-2.00%
01/29/2021,"31,578.00","28,887.20","32,329.90","28,887.20",2.53M,3.77%
01/28/2021,"30,430.50","30,865.70","31,657.20","30,430.50",3.39M,-6.90%
01/27/2021,"32,686.00","33,675.30","34,348.00","32,132.00",2.64M,-2.94%
01/26/2021,"33,675.30","35,099.90","35,099.90","33,081.70",2.31M,-4.60%
01/25/2021,"35,297.80","35,614.30","35,772.60","35,139.50",1.73M,-1.44%
01/22/2021,"35,812.20","36,801.50","36,841.00","35,693.50",2.78M,-2.69%
01/21/2021,"36,801.50","36,089.20","36,801.50","35,772.60",1.69M,2.20%
01/20/2021,"36,010.00","35,812.20","36,801.50","33,635.80",2.90M,0.55%
01/19/2021,"35,812.20","38,463.50","38,463.50","35,812.20",3.40M,-6.99%
01/18/2021,"38,503.00","38,700.90","38,780.00","38,463.50",2.12M,-0.41%
01/15/2021,"38,661.30","39,017.50","39,175.80","38,661.30",3.02M,0.00%
01/14/2021,"38,661.30","38,384.30","38,780.00","37,988.60",2.40M,0.83%
01/13/2021,"38,344.80","38,621.80","38,938.30","38,305.20",2.08M,-0.62%
01/12/2021,"38,582.20","38,186.50","38,780.00","37,909.50",2.75M,1.04%
01/11/2021,"38,186.50","38,384.30","38,463.50","37,909.50",3.47M,-0.52%
01/08/2021,"38,384.30","39,017.50","39,017.50","38,146.90",2.56M,-0.82%
01/07/2021,"38,700.90","38,621.80","39,492.30","38,384.30",2.11M,0.20%
01/06/2021,"38,621.80","38,226.00","40,046.30","37,632.50",4.62M,1.88%
01/05/2021,"37,909.50","37,909.50","38,067.80","37,711.60",2.71M,-0.73%
01/04/2021,"38,186.50","37,790.80","38,344.80","37,790.80",2.51M,0.73%
12/31/2020,"37,909.50","37,395.00","37,909.50","37,197.20",1.69M,1.38%
12/30/2020,"37,395.10","37,667.40","37,978.70","37,356.10",1.81M,-0.62%
12/29/2020,"37,628.50","36,811.40","37,862.00","36,811.40",3.81M,1.90%
12/28/2020,"36,928.10","36,539.00","37,356.10","36,422.20",3.97M,1.82%
12/25/2020,"36,266.60","35,410.50","36,344.40","35,021.40",1.97M,2.42%
12/24/2020,"35,410.50","36,266.60","36,422.20","34,165.30",3.94M,-2.36%
12/23/2020,"36,266.60","36,577.90","36,967.00","36,110.90",2.65M,-0.53%
12/22/2020,"36,461.10","36,928.10","36,928.10","36,266.60",3.44M,-1.26%
12/21/2020,"36,928.10","37,356.10","37,356.10","36,188.80",3.11M,0.96%
12/18/2020,"36,577.90","36,344.40","36,967.00","36,110.90",3.06M,1.29%
12/17/2020,"36,110.90","36,422.20","37,044.80","36,110.90",4.90M,-2.11%
12/16/2020,"36,889.20","35,877.50","36,928.10","35,877.50",3.89M,2.82%
12/15/2020,"35,877.50","35,916.40","36,577.90","35,682.90",4.30M,-0.86%
12/14/2020,"36,188.80","35,916.40","36,227.70","35,682.90",3.69M,1.53%
12/11/2020,"35,644.00","34,165.30","35,644.00","33,931.80",5.74M,4.21%
12/10/2020,"34,204.20","34,087.50","34,865.70","34,009.70",4.82M,0.34%
12/09/2020,"34,087.50","33,387.10","34,243.10","33,270.30",4.63M,2.58%
12/08/2020,"33,231.40","33,698.40","33,698.40","33,036.80",2.71M,-0.70%
12/07/2020,"33,464.90","32,686.60","33,620.50","32,569.90",5.18M,3.24%
12/04/2020,"32,414.20","32,375.30","32,920.10","32,297.50",3.22M,0.12%
12/03/2020,"32,375.30","32,336.40","32,608.80","32,219.70",2.31M,0.24%
12/02/2020,"32,297.50","32,492.10","32,686.60","32,219.70",2.31M,-0.48%
12/01/2020,"32,453.10","31,908.40","32,531.00","31,752.70",3.66M,0.00%
11/30/2020,"32,453.10","33,036.80","33,075.70","32,453.10",2.15M,-1.77%
11/27/2020,"33,036.80","33,309.20","33,348.10","32,725.50",2.92M,-0.35%
11/26/2020,"33,153.60","32,141.80","33,153.60","31,908.40",5.48M,3.15%
11/25/2020,"32,141.80","31,908.40","32,258.60","31,558.20",3.49M,1.47%
11/24/2020,"31,674.90","31,947.30","31,986.20","31,441.40",2.46M,-0.97%
11/23/2020,"31,986.20","32,297.50","32,297.50","31,558.20",1.65M,-0.24%
11/20/2020,"32,064.00","31,674.90","32,102.90","31,674.90",3.17M,1.98%
11/19/2020,"31,441.40","31,207.90","31,752.70","31,207.90",2.25M,0.87%
11/18/2020,"31,169.00","31,363.60","31,402.50","31,130.10",1.98M,-0.62%
11/17/2020,"31,363.60","31,130.10","31,363.60","30,935.60",1.83M,1.00%
11/16/2020,"31,052.30","31,402.50","31,752.70","31,052.30",2.44M,-0.99%
11/13/2020,"31,363.60","30,896.60","31,363.60","30,857.70",2.31M,1.77%
11/12/2020,"30,818.80","30,741.00","30,974.50","30,663.20",1.42M,0.51%
11/11/2020,"30,663.20","30,663.20","30,857.70","30,468.60",910.40K,0.00%
11/10/2020,"30,663.20","31,013.40","31,130.10","30,663.20",1.71M,0.38%
11/09/2020,"30,546.40","30,702.10","30,702.10","30,429.70",1.49M,0.51%
11/06/2020,"30,390.80","30,702.10","30,702.10","30,235.10",813.30K,0.00%
11/05/2020,"30,390.80","30,935.60","30,935.60","30,390.80",1.61M,-1.76%
11/04/2020,"30,935.60","30,663.20","31,207.90","30,624.30",1.36M,0.89%
11/03/2020,"30,663.20","30,351.90","30,741.00","30,351.90",1.30M,1.29%
11/02/2020,"30,274.00","29,962.70","30,429.70","29,962.70",1.36M,1.04%
10/30/2020,"29,962.70","30,351.90","30,507.50","29,690.30",2.11M,-0.39%
10/29/2020,"30,079.50","30,196.20","30,741.00","29,923.80",3.55M,-1.65%
10/28/2020,"30,585.30","31,519.20","31,674.90","30,585.30",3.65M,-3.44%
10/27/2020,"31,674.90","31,908.40","32,297.50","31,674.90",3.32M,-0.73%
10/26/2020,"31,908.40","33,075.70","33,464.90","31,908.40",4.25M,-4.21%
10/23/2020,"33,309.20","33,776.20","33,776.20","33,309.20",2.44M,-0.35%
10/22/2020,"33,426.00","32,920.10","33,426.00","32,608.80",2.18M,1.42%
10/21/2020,"32,959.00","32,997.90","33,854.00","32,803.40",3.80M,0.83%
10/20/2020,"32,686.60","32,297.50","33,075.70","32,297.50",2.42M,0.24%
10/19/2020,"32,608.80","33,036.80","33,036.80","32,453.10",3.38M,-0.71%
10/16/2020,"32,842.30","32,881.20","33,620.50","32,531.00",3.03M,-0.12%
10/15/2020,"32,881.20","33,815.10","33,815.10","32,842.30",3.72M,-1.52%
10/14/2020,"33,387.10","32,531.00","33,426.00","32,297.50",8.58M,4.00%
10/13/2020,"32,102.90","31,908.40","32,569.90","31,597.10",2.49M,0.73%
10/12/2020,"31,869.50","32,375.30","32,647.70","31,674.90",4.44M,1.49%
10/09/2020,"31,402.50","31,363.60","31,519.20","31,207.90",1.07M,-0.12%
10/08/2020,"31,441.40","31,597.10","31,636.00","30,974.50",2.38M,-0.12%
10/07/2020,"31,480.30","31,441.40","31,830.50","31,363.60",1.48M,0.00%
10/06/2020,"31,480.30","31,558.20","31,752.70","31,363.60",1.90M,0.12%
10/05/2020,"31,441.40","31,908.40","31,908.40","31,285.80",1.97M,-0.62%
10/02/2020,"31,636.00","31,908.40","32,258.60","29,962.70",2.21M,-0.73%
10/01/2020,"31,869.50","31,752.70","32,025.10","31,752.70",1.46M,0.37%
09/30/2020,"31,752.70","31,674.90","31,830.50","31,519.20",1.17M,0.37%
09/29/2020,"31,636.00","32,297.50","32,647.70","31,597.10",2.54M,-1.57%
09/28/2020,"32,141.80","31,947.30","32,453.10","31,752.70",2.46M,1.23%
09/25/2020,"31,752.70","31,908.40","31,986.20","31,558.20",1.68M,-0.24%
09/24/2020,"31,830.50","32,064.00","32,336.40","31,752.70",1.92M,-1.21%
09/23/2020,"32,219.70","31,752.70","32,608.80","31,752.70",2.65M,1.72%
09/22/2020,"31,674.90","31,674.90","31,830.50","31,480.30",1.46M,-0.25%
09/21/2020,"31,752.70","32,064.00","32,297.50","31,674.90",1.27M,-0.49%
09/18/2020,"31,908.40","31,597.10","31,908.40","31,519.20",1.76M,1.23%
09/17/2020,"31,519.20","31,674.90","31,986.20","31,363.60",1.91M,-0.12%
09/16/2020,"31,558.20","31,830.50","31,830.50","31,480.30",687.10K,-0.49%
09/15/2020,"31,713.80","31,674.90","32,064.00","31,441.40",1.40M,0.62%
09/14/2020,"31,519.20","31,558.20","31,752.70","31,480.30",1.17M,0.12%
09/11/2020,"31,480.30","31,519.20","31,636.00","31,324.70",972.50K,-0.12%
09/10/2020,"31,519.20","31,986.20","32,025.10","31,519.20",1.07M,-0.74%
09/09/2020,"31,752.70","31,285.80","31,869.50","31,207.90",1.01M,-0.12%
09/08/2020,"31,791.60","31,752.70","31,908.40","31,169.00",1.59M,0.62%
09/07/2020,"31,597.10","32,842.30","32,842.30","31,597.10",2.83M,-3.56%
09/04/2020,"32,764.40","32,141.80","32,920.10","32,102.90",2.52M,-0.24%
09/03/2020,"32,842.30","32,297.50","32,842.30","32,064.00",3.35M,1.93%
09/01/2020,"32,219.70","31,519.20","32,219.70","31,441.40",2.67M,1.10%
08/31/2020,"31,869.50","31,597.10","32,141.80","31,558.20",2.52M,0.99%
08/28/2020,"31,558.20","30,741.00","31,908.40","30,585.30",3.81M,3.71%
08/27/2020,"30,429.70","30,585.30","30,663.20","30,351.90",1.38M,-0.64%
08/26/2020,"30,624.30","30,741.00","30,741.00","30,585.30",1.05M,-0.38%
08/25/2020,"30,741.00","31,052.30","31,130.10","30,663.20",1.12M,-0.38%
08/24/2020,"30,857.70","30,741.00","31,052.30","30,507.50",1.18M,1.80%
08/21/2020,"30,313.00","29,884.90","30,546.40","29,884.90",1.38M,1.83%
08/20/2020,"29,768.20","30,040.60","30,235.10","29,768.20",1.08M,-0.91%
08/19/2020,"30,040.60","29,884.90","30,235.10","29,884.90",435.60K,0.52%
08/18/2020,"29,884.90","30,351.90","30,351.90","29,884.90",834.20K,-0.78%
08/17/2020,"30,118.40","30,274.00","30,351.90","29,923.80",793.60K,-0.77%
08/14/2020,"30,351.90","30,624.30","30,818.80","30,196.20",1.24M,-1.64%
08/13/2020,"30,857.70","30,741.00","30,896.60","30,585.30",847.00K,1.15%
08/12/2020,"30,507.50","30,040.60","30,624.30","30,040.60",1.21M,1.82%
08/11/2020,"29,962.70","29,846.00","30,040.60","29,651.40",982.00K,1.05%
08/10/2020,"29,651.40","29,923.80","30,118.40","29,651.40",672.60K,0.00%
08/07/2020,"29,651.40","29,768.20","30,040.60","29,534.70",669.20K,-0.39%
08/06/2020,"29,768.20","30,079.50","30,274.00","29,729.30",751.20K,-1.29%
08/05/2020,"30,157.30","29,418.00","30,351.90","29,262.30",1.15M,2.24%
08/04/2020,"29,495.80","29,573.60","29,573.60","29,184.50",621.30K,1.88%
08/03/2020,"28,951.00","28,250.60","29,067.70","28,250.60",813.30K,1.50%
07/31/2020,"28,523.00","28,017.10","28,989.90","28,017.10",603.60K,-1.48%
07/30/2020,"28,951.00","29,184.50","29,184.50","28,017.10",528.10K,0.68%
07/29/2020,"28,756.40","28,639.70","28,951.00","27,861.50",912.70K,-2.38%
07/28/2020,"29,456.90","28,017.10","29,456.90","28,017.10",1.50M,6.47%
07/27/2020,"27,666.90","28,017.10","29,418.00","27,666.90",1.94M,-6.94%
07/24/2020,"29,729.30","31,013.40","31,013.40","29,379.00",2.27M,-4.14%
07/23/2020,"31,013.40","31,130.10","31,480.30","30,857.70",961.30K,-0.37%
07/22/2020,"31,130.10","31,908.40","31,908.40","30,741.00",944.00K,-1.96%
07/21/2020,"31,752.70","31,908.40","31,908.40","31,402.50",471.10K,0.00%
07/20/2020,"31,752.70","32,453.10","32,492.10","31,752.70",1.05M,-1.92%
07/17/2020,"32,375.30","32,219.70","32,569.90","32,219.70",1.69M,0.60%
07/16/2020,"32,180.80","32,180.80","32,219.70","31,908.40",595.30K,0.00%
07/15/2020,"32,180.80","32,453.10","32,453.10","32,141.80",868.40K,0.24%
07/14/2020,"32,102.90","31,791.60","32,141.80","31,674.90",1.25M,-0.12%
07/13/2020,"32,141.80","32,414.20","32,569.90","31,908.40",1.31M,-0.48%
